FID,Empire,Continent,Origin,StartOriginal,Start,End,heightArea,heightYear,Length,pop0,pop25,pop50,pop75,pop100,SameStartYear,ModifiedStartYear,Information
120,Mamluk Sultanate,Africa,"Egypt,Â Syria",1250,1250,1517,2.1,1300,267,0,41,54,89,0,0,1250,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Morbi sit amet nisi vel lectus porta fermentum egestas in lorem. Quisque nulla leo, semper in suscipit vitae, aliquam et nulla. Cras non condimentum tellus. Aliquam ac nisi nisi. Praesent lacinia est nec neque iaculis euismod. Integer non est et dolor gravida tristique vitae in libero. Nulla facilisi. Suspendisse interdum vel neque rhoncus commodo. Suspendisse bibendum leo metus, vitae dapibus est scelerisque ut. Vestibulum tristique, sem tempor venenatis laoreet, lorem dolor dignissim magna, id lacinia ante nisl eget neque. Donec fringilla ac urna at accumsan. "
121,Manchukuo,Asia,Manchuria,1932,1932,1945,0.01,1938.5,13,0,11,76,82,0,0,1932,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Morbi sit amet nisi vel lectus porta fermentum egestas in lorem. Quisque nulla leo, semper in suscipit vitae, aliquam et nulla. Cras non condimentum tellus. Aliquam ac nisi nisi. Praesent lacinia est nec neque iaculis euismod. Integer non est et dolor gravida tristique vitae in libero. Nulla facilisi. Suspendisse interdum vel neque rhoncus commodo. Suspendisse bibendum leo metus, vitae dapibus est scelerisque ut. Vestibulum tristique, sem tempor venenatis laoreet, lorem dolor dignissim magna, id lacinia ante nisl eget neque. Donec fringilla ac urna at accumsan. "
122,Maratha Empire,Asia,India,1674,1674,1818,2.5,1760,144,0,47,86,98,0,0,1674,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Morbi sit amet nisi vel lectus porta fermentum egestas in lorem. Quisque nulla leo, semper in suscipit vitae, aliquam et nulla. Cras non condimentum tellus. Aliquam ac nisi nisi. Praesent lacinia est nec neque iaculis euismod. Integer non est et dolor gravida tristique vitae in libero. Nulla facilisi. Suspendisse interdum vel neque rhoncus commodo. Suspendisse bibendum leo metus, vitae dapibus est scelerisque ut. Vestibulum tristique, sem tempor venenatis laoreet, lorem dolor dignissim magna, id lacinia ante nisl eget neque. Donec fringilla ac urna at accumsan. "
123,Marinid dynasty,Africa,Morocco,1244,1244,1465,0.01,1354.5,221,0,25,66,61,0,0,1244,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Morbi sit amet nisi vel lectus porta fermentum egestas in lorem. Quisque nulla leo, semper in suscipit vitae, aliquam et nulla. Cras non condimentum tellus. Aliquam ac nisi nisi. Praesent lacinia est nec neque iaculis euismod. Integer non est et dolor gravida tristique vitae in libero. Nulla facilisi. Suspendisse interdum vel neque rhoncus commodo. Suspendisse bibendum leo metus, vitae dapibus est scelerisque ut. Vestibulum tristique, sem tempor venenatis laoreet, lorem dolor dignissim magna, id lacinia ante nisl eget neque. Donec fringilla ac urna at accumsan. "
124,Massina Empire,Africa,West Africa,1820,1820,1862,0.01,1841,42,0,23,71,85,0,0,1820,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Morbi sit amet nisi vel lectus porta fermentum egestas in lorem. Quisque nulla leo, semper in suscipit vitae, aliquam et nulla. Cras non condimentum tellus. Aliquam ac nisi nisi. Praesent lacinia est nec neque iaculis euismod. Integer non est et dolor gravida tristique vitae in libero. Nulla facilisi. Suspendisse interdum vel neque rhoncus commodo. Suspendisse bibendum leo metus, vitae dapibus est scelerisque ut. Vestibulum tristique, sem tempor venenatis laoreet, lorem dolor dignissim magna, id lacinia ante nisl eget neque. Donec fringilla ac urna at accumsan. "
125,Mauryan Empire,Asia,Ancient India,-321,-321,-185,0.01,-253,136,0,40,91,68,0,0,-321,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Morbi sit amet nisi vel lectus porta fermentum egestas in lorem. Quisque nulla leo, semper in suscipit vitae, aliquam et nulla. Cras non condimentum tellus. Aliquam ac nisi nisi. Praesent lacinia est nec neque iaculis euismod. Integer non est et dolor gravida tristique vitae in libero. Nulla facilisi. Suspendisse interdum vel neque rhoncus commodo. Suspendisse bibendum leo metus, vitae dapibus est scelerisque ut. Vestibulum tristique, sem tempor venenatis laoreet, lorem dolor dignissim magna, id lacinia ante nisl eget neque. Donec fringilla ac urna at accumsan. "
126,Median Empire,Asia,Persia,-625,-625,-549,0.01,-587,76,0,13,79,95,0,0,-625,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Morbi sit amet nisi vel lectus porta fermentum egestas in lorem. Quisque nulla leo, semper in suscipit vitae, aliquam et nulla. Cras non condimentum tellus. Aliquam ac nisi nisi. Praesent lacinia est nec neque iaculis euismod. Integer non est et dolor gravida tristique vitae in libero. Nulla facilisi. Suspendisse interdum vel neque rhoncus commodo. Suspendisse bibendum leo metus, vitae dapibus est scelerisque ut. Vestibulum tristique, sem tempor venenatis laoreet, lorem dolor dignissim magna, id lacinia ante nisl eget neque. Donec fringilla ac urna at accumsan. "
127,Ming dynasty,Asia,China,1368,1368,1644,6.5,1450,276,0,18,77,72,0,0,1368,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Morbi sit amet nisi vel lectus porta fermentum egestas in lorem. Quisque nulla leo, semper in suscipit vitae, aliquam et nulla. Cras non condimentum tellus. Aliquam ac nisi nisi. Praesent lacinia est nec neque iaculis euismod. Integer non est et dolor gravida tristique vitae in libero. Nulla facilisi. Suspendisse interdum vel neque rhoncus commodo. Suspendisse bibendum leo metus, vitae dapibus est scelerisque ut. Vestibulum tristique, sem tempor venenatis laoreet, lorem dolor dignissim magna, id lacinia ante nisl eget neque. Donec fringilla ac urna at accumsan. "
128,Mitanni Empire,Asia,"Syria,Â Iran,Â Iraq,Â Turkey",-1500,-1500,-1300,0.01,-1400,200,0,28,54,67,0,0,-1500,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Morbi sit amet nisi vel lectus porta fermentum egestas in lorem. Quisque nulla leo, semper in suscipit vitae, aliquam et nulla. Cras non condimentum tellus. Aliquam ac nisi nisi. Praesent lacinia est nec neque iaculis euismod. Integer non est et dolor gravida tristique vitae in libero. Nulla facilisi. Suspendisse interdum vel neque rhoncus commodo. Suspendisse bibendum leo metus, vitae dapibus est scelerisque ut. Vestibulum tristique, sem tempor venenatis laoreet, lorem dolor dignissim magna, id lacinia ante nisl eget neque. Donec fringilla ac urna at accumsan. "
129,Mongol Empire,Asia,Mongolia,1206,1206,1368,24,1270,162,0,32,62,62,0,0,1206,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Morbi sit amet nisi vel lectus porta fermentum egestas in lorem. Quisque nulla leo, semper in suscipit vitae, aliquam et nulla. Cras non condimentum tellus. Aliquam ac nisi nisi. Praesent lacinia est nec neque iaculis euismod. Integer non est et dolor gravida tristique vitae in libero. Nulla facilisi. Suspendisse interdum vel neque rhoncus commodo. Suspendisse bibendum leo metus, vitae dapibus est scelerisque ut. Vestibulum tristique, sem tempor venenatis laoreet, lorem dolor dignissim magna, id lacinia ante nisl eget neque. Donec fringilla ac urna at accumsan. "
130,Mughal Empire,Asia,India,1526,1526,1758,4,1690,232,0,44,68,79,0,0,1526,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Morbi sit amet nisi vel lectus porta fermentum egestas in lorem. Quisque nulla leo, semper in suscipit vitae, aliquam et nulla. Cras non condimentum tellus. Aliquam ac nisi nisi. Praesent lacinia est nec neque iaculis euismod. Integer non est et dolor gravida tristique vitae in libero. Nulla facilisi. Suspendisse interdum vel neque rhoncus commodo. Suspendisse bibendum leo metus, vitae dapibus est scelerisque ut. Vestibulum tristique, sem tempor venenatis laoreet, lorem dolor dignissim magna, id lacinia ante nisl eget neque. Donec fringilla ac urna at accumsan. "
131,Nanda Empire,Asia,India,-450,-450,-350,0.01,-400,100,0,40,50,81,0,0,-450,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Morbi sit amet nisi vel lectus porta fermentum egestas in lorem. Quisque nulla leo, semper in suscipit vitae, aliquam et nulla. Cras non condimentum tellus. Aliquam ac nisi nisi. Praesent lacinia est nec neque iaculis euismod. Integer non est et dolor gravida tristique vitae in libero. Nulla facilisi. Suspendisse interdum vel neque rhoncus commodo. Suspendisse bibendum leo metus, vitae dapibus est scelerisque ut. Vestibulum tristique, sem tempor venenatis laoreet, lorem dolor dignissim magna, id lacinia ante nisl eget neque. Donec fringilla ac urna at accumsan. "
132,Neo-Babylonian Empire,Asia,Mesopotamia,-626,-626,-539,0.5,-562,87,0,41,85,87,0,0,-626,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Morbi sit amet nisi vel lectus porta fermentum egestas in lorem. Quisque nulla leo, semper in suscipit vitae, aliquam et nulla. Cras non condimentum tellus. Aliquam ac nisi nisi. Praesent lacinia est nec neque iaculis euismod. Integer non est et dolor gravida tristique vitae in libero. Nulla facilisi. Suspendisse interdum vel neque rhoncus commodo. Suspendisse bibendum leo metus, vitae dapibus est scelerisque ut. Vestibulum tristique, sem tempor venenatis laoreet, lorem dolor dignissim magna, id lacinia ante nisl eget neque. Donec fringilla ac urna at accumsan. "
133,Nguyá»…n dynasty,Asia,Vietnam,1802,1802,1945,0.01,1873.5,143,0,28,54,69,0,0,1802,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Morbi sit amet nisi vel lectus porta fermentum egestas in lorem. Quisque nulla leo, semper in suscipit vitae, aliquam et nulla. Cras non condimentum tellus. Aliquam ac nisi nisi. Praesent lacinia est nec neque iaculis euismod. Integer non est et dolor gravida tristique vitae in libero. Nulla facilisi. Suspendisse interdum vel neque rhoncus commodo. Suspendisse bibendum leo metus, vitae dapibus est scelerisque ut. Vestibulum tristique, sem tempor venenatis laoreet, lorem dolor dignissim magna, id lacinia ante nisl eget neque. Donec fringilla ac urna at accumsan. "
134,North Sea Empire,Europe,Denmark,1016,1016,1035,0.01,1025.5,19,0,29,71,62,0,0,1016,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Morbi sit amet nisi vel lectus porta fermentum egestas in lorem. Quisque nulla leo, semper in suscipit vitae, aliquam et nulla. Cras non condimentum tellus. Aliquam ac nisi nisi. Praesent lacinia est nec neque iaculis euismod. Integer non est et dolor gravida tristique vitae in libero. Nulla facilisi. Suspendisse interdum vel neque rhoncus commodo. Suspendisse bibendum leo metus, vitae dapibus est scelerisque ut. Vestibulum tristique, sem tempor venenatis laoreet, lorem dolor dignissim magna, id lacinia ante nisl eget neque. Donec fringilla ac urna at accumsan. "
135,Northern Yuan dynasty,Asia,Mongolia,1368,1368,1635,0.01,1501.5,267,0,30,81,81,0,0,1368,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Morbi sit amet nisi vel lectus porta fermentum egestas in lorem. Quisque nulla leo, semper in suscipit vitae, aliquam et nulla. Cras non condimentum tellus. Aliquam ac nisi nisi. Praesent lacinia est nec neque iaculis euismod. Integer non est et dolor gravida tristique vitae in libero. Nulla facilisi. Suspendisse interdum vel neque rhoncus commodo. Suspendisse bibendum leo metus, vitae dapibus est scelerisque ut. Vestibulum tristique, sem tempor venenatis laoreet, lorem dolor dignissim magna, id lacinia ante nisl eget neque. Donec fringilla ac urna at accumsan. "
136,Omani Empire,Asia,Oman,1698,1698,1856,0.01,1777,158,0,15,53,56,0,0,1698,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Morbi sit amet nisi vel lectus porta fermentum egestas in lorem. Quisque nulla leo, semper in suscipit vitae, aliquam et nulla. Cras non condimentum tellus. Aliquam ac nisi nisi. Praesent lacinia est nec neque iaculis euismod. Integer non est et dolor gravida tristique vitae in libero. Nulla facilisi. Suspendisse interdum vel neque rhoncus commodo. Suspendisse bibendum leo metus, vitae dapibus est scelerisque ut. Vestibulum tristique, sem tempor venenatis laoreet, lorem dolor dignissim magna, id lacinia ante nisl eget neque. Donec fringilla ac urna at accumsan. "
137,Ottoman Empire,Europe,Anatolia,1299,1299,1922,5.2,1683,623,0,34,50,50,0,0,1299,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Morbi sit amet nisi vel lectus porta fermentum egestas in lorem. Quisque nulla leo, semper in suscipit vitae, aliquam et nulla. Cras non condimentum tellus. Aliquam ac nisi nisi. Praesent lacinia est nec neque iaculis euismod. Integer non est et dolor gravida tristique vitae in libero. Nulla facilisi. Suspendisse interdum vel neque rhoncus commodo. Suspendisse bibendum leo metus, vitae dapibus est scelerisque ut. Vestibulum tristique, sem tempor venenatis laoreet, lorem dolor dignissim magna, id lacinia ante nisl eget neque. Donec fringilla ac urna at accumsan. "
138,Oyo Empire,Africa,SouthwesternÂ Nigeria,1400,1400,1905,0.01,1652.5,505,0,23,62,81,0,0,1400,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Morbi sit amet nisi vel lectus porta fermentum egestas in lorem. Quisque nulla leo, semper in suscipit vitae, aliquam et nulla. Cras non condimentum tellus. Aliquam ac nisi nisi. Praesent lacinia est nec neque iaculis euismod. Integer non est et dolor gravida tristique vitae in libero. Nulla facilisi. Suspendisse interdum vel neque rhoncus commodo. Suspendisse bibendum leo metus, vitae dapibus est scelerisque ut. Vestibulum tristique, sem tempor venenatis laoreet, lorem dolor dignissim magna, id lacinia ante nisl eget neque. Donec fringilla ac urna at accumsan. "
139,Pagan Empire,Asia,Myanmar,849,849,1297,0.01,1073,448,0,13,53,58,0,0,849,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Morbi sit amet nisi vel lectus porta fermentum egestas in lorem. Quisque nulla leo, semper in suscipit vitae, aliquam et nulla. Cras non condimentum tellus. Aliquam ac nisi nisi. Praesent lacinia est nec neque iaculis euismod. Integer non est et dolor gravida tristique vitae in libero. Nulla facilisi. Suspendisse interdum vel neque rhoncus commodo. Suspendisse bibendum leo metus, vitae dapibus est scelerisque ut. Vestibulum tristique, sem tempor venenatis laoreet, lorem dolor dignissim magna, id lacinia ante nisl eget neque. Donec fringilla ac urna at accumsan. "
140,Pahlavi dynasty,Asia,Persia,1925,1925,1979,0.01,1952,54,0,34,75,67,0,0,1925,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Morbi sit amet nisi vel lectus porta fermentum egestas in lorem. Quisque nulla leo, semper in suscipit vitae, aliquam et nulla. Cras non condimentum tellus. Aliquam ac nisi nisi. Praesent lacinia est nec neque iaculis euismod. Integer non est et dolor gravida tristique vitae in libero. Nulla facilisi. Suspendisse interdum vel neque rhoncus commodo. Suspendisse bibendum leo metus, vitae dapibus est scelerisque ut. Vestibulum tristique, sem tempor venenatis laoreet, lorem dolor dignissim magna, id lacinia ante nisl eget neque. Donec fringilla ac urna at accumsan. "
141,Pala Empire,Asia,India,750,750,1174,0.01,962,424,0,38,63,74,0,0,750,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Morbi sit amet nisi vel lectus porta fermentum egestas in lorem. Quisque nulla leo, semper in suscipit vitae, aliquam et nulla. Cras non condimentum tellus. Aliquam ac nisi nisi. Praesent lacinia est nec neque iaculis euismod. Integer non est et dolor gravida tristique vitae in libero. Nulla facilisi. Suspendisse interdum vel neque rhoncus commodo. Suspendisse bibendum leo metus, vitae dapibus est scelerisque ut. Vestibulum tristique, sem tempor venenatis laoreet, lorem dolor dignissim magna, id lacinia ante nisl eget neque. Donec fringilla ac urna at accumsan. "
142,Palmyrene Empire,Asia,Syria,260,260,273,0.01,266.5,13,0,33,54,64,0,0,260,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Morbi sit amet nisi vel lectus porta fermentum egestas in lorem. Quisque nulla leo, semper in suscipit vitae, aliquam et nulla. Cras non condimentum tellus. Aliquam ac nisi nisi. Praesent lacinia est nec neque iaculis euismod. Integer non est et dolor gravida tristique vitae in libero. Nulla facilisi. Suspendisse interdum vel neque rhoncus commodo. Suspendisse bibendum leo metus, vitae dapibus est scelerisque ut. Vestibulum tristique, sem tempor venenatis laoreet, lorem dolor dignissim magna, id lacinia ante nisl eget neque. Donec fringilla ac urna at accumsan. "
143,Pandya dynasty,Asia,South India,-400,-400,1759,0.01,679.5,2159,0,14,85,85,0,0,-400,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Morbi sit amet nisi vel lectus porta fermentum egestas in lorem. Quisque nulla leo, semper in suscipit vitae, aliquam et nulla. Cras non condimentum tellus. Aliquam ac nisi nisi. Praesent lacinia est nec neque iaculis euismod. Integer non est et dolor gravida tristique vitae in libero. Nulla facilisi. Suspendisse interdum vel neque rhoncus commodo. Suspendisse bibendum leo metus, vitae dapibus est scelerisque ut. Vestibulum tristique, sem tempor venenatis laoreet, lorem dolor dignissim magna, id lacinia ante nisl eget neque. Donec fringilla ac urna at accumsan. "
144,Parthian Empire,Asia,Persia,-247,-247,224,2.8,0,471,0,25,74,54,0,0,-247,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Morbi sit amet nisi vel lectus porta fermentum egestas in lorem. Quisque nulla leo, semper in suscipit vitae, aliquam et nulla. Cras non condimentum tellus. Aliquam ac nisi nisi. Praesent lacinia est nec neque iaculis euismod. Integer non est et dolor gravida tristique vitae in libero. Nulla facilisi. Suspendisse interdum vel neque rhoncus commodo. Suspendisse bibendum leo metus, vitae dapibus est scelerisque ut. Vestibulum tristique, sem tempor venenatis laoreet, lorem dolor dignissim magna, id lacinia ante nisl eget neque. Donec fringilla ac urna at accumsan. "
145,Pontic Empire,Asia,Pontus,-120,-120,-47,0.01,-83.5,73,0,24,69,59,0,0,-120,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Morbi sit amet nisi vel lectus porta fermentum egestas in lorem. Quisque nulla leo, semper in suscipit vitae, aliquam et nulla. Cras non condimentum tellus. Aliquam ac nisi nisi. Praesent lacinia est nec neque iaculis euismod. Integer non est et dolor gravida tristique vitae in libero. Nulla facilisi. Suspendisse interdum vel neque rhoncus commodo. Suspendisse bibendum leo metus, vitae dapibus est scelerisque ut. Vestibulum tristique, sem tempor venenatis laoreet, lorem dolor dignissim magna, id lacinia ante nisl eget neque. Donec fringilla ac urna at accumsan. "
146,Portuguese Empire,Europe,Portugal,1415,1415,1999,0.01,1707,584,0,24,52,55,0,0,1415,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Morbi sit amet nisi vel lectus porta fermentum egestas in lorem. Quisque nulla leo, semper in suscipit vitae, aliquam et nulla. Cras non condimentum tellus. Aliquam ac nisi nisi. Praesent lacinia est nec neque iaculis euismod. Integer non est et dolor gravida tristique vitae in libero. Nulla facilisi. Suspendisse interdum vel neque rhoncus commodo. Suspendisse bibendum leo metus, vitae dapibus est scelerisque ut. Vestibulum tristique, sem tempor venenatis laoreet, lorem dolor dignissim magna, id lacinia ante nisl eget neque. Donec fringilla ac urna at accumsan. "
147,Ptolemaic Empire,Africa,Egypt,-305,-305,-30,0.01,-167.5,275,0,50,95,56,0,0,-305,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Morbi sit amet nisi vel lectus porta fermentum egestas in lorem. Quisque nulla leo, semper in suscipit vitae, aliquam et nulla. Cras non condimentum tellus. Aliquam ac nisi nisi. Praesent lacinia est nec neque iaculis euismod. Integer non est et dolor gravida tristique vitae in libero. Nulla facilisi. Suspendisse interdum vel neque rhoncus commodo. Suspendisse bibendum leo metus, vitae dapibus est scelerisque ut. Vestibulum tristique, sem tempor venenatis laoreet, lorem dolor dignissim magna, id lacinia ante nisl eget neque. Donec fringilla ac urna at accumsan. "
148,Qajar dynasty[citation needed],Asia,Persia,1794,1794,1925,0.01,1859.5,131,0,40,81,94,0,0,1794,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Morbi sit amet nisi vel lectus porta fermentum egestas in lorem. Quisque nulla leo, semper in suscipit vitae, aliquam et nulla. Cras non condimentum tellus. Aliquam ac nisi nisi. Praesent lacinia est nec neque iaculis euismod. Integer non est et dolor gravida tristique vitae in libero. Nulla facilisi. Suspendisse interdum vel neque rhoncus commodo. Suspendisse bibendum leo metus, vitae dapibus est scelerisque ut. Vestibulum tristique, sem tempor venenatis laoreet, lorem dolor dignissim magna, id lacinia ante nisl eget neque. Donec fringilla ac urna at accumsan. "
149,Qin dynasty,Asia,China,-221,-221,-206,2.3,-220,15,0,22,91,77,0,0,-221,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Morbi sit amet nisi vel lectus porta fermentum egestas in lorem. Quisque nulla leo, semper in suscipit vitae, aliquam et nulla. Cras non condimentum tellus. Aliquam ac nisi nisi. Praesent lacinia est nec neque iaculis euismod. Integer non est et dolor gravida tristique vitae in libero. Nulla facilisi. Suspendisse interdum vel neque rhoncus commodo. Suspendisse bibendum leo metus, vitae dapibus est scelerisque ut. Vestibulum tristique, sem tempor venenatis laoreet, lorem dolor dignissim magna, id lacinia ante nisl eget neque. Donec fringilla ac urna at accumsan. "
150,Qing dynasty,Asia,China,1644,1644,1912,12.16,1820,268,0,35,98,50,0,0,1644,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Morbi sit amet nisi vel lectus porta fermentum egestas in lorem. Quisque nulla leo, semper in suscipit vitae, aliquam et nulla. Cras non condimentum tellus. Aliquam ac nisi nisi. Praesent lacinia est nec neque iaculis euismod. Integer non est et dolor gravida tristique vitae in libero. Nulla facilisi. Suspendisse interdum vel neque rhoncus commodo. Suspendisse bibendum leo metus, vitae dapibus est scelerisque ut. Vestibulum tristique, sem tempor venenatis laoreet, lorem dolor dignissim magna, id lacinia ante nisl eget neque. Donec fringilla ac urna at accumsan. "
151,Ramnad Sethupathis,Asia,India,1590,1590,1979,0.01,1784.5,389,0,39,78,80,0,0,1590,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Morbi sit amet nisi vel lectus porta fermentum egestas in lorem. Quisque nulla leo, semper in suscipit vitae, aliquam et nulla. Cras non condimentum tellus. Aliquam ac nisi nisi. Praesent lacinia est nec neque iaculis euismod. Integer non est et dolor gravida tristique vitae in libero. Nulla facilisi. Suspendisse interdum vel neque rhoncus commodo. Suspendisse bibendum leo metus, vitae dapibus est scelerisque ut. Vestibulum tristique, sem tempor venenatis laoreet, lorem dolor dignissim magna, id lacinia ante nisl eget neque. Donec fringilla ac urna at accumsan. "
152,Rashidun Caliphate,Asia,Saudi Arabia,632,632,661,6.4,655,29,0,20,53,71,0,0,632,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Morbi sit amet nisi vel lectus porta fermentum egestas in lorem. Quisque nulla leo, semper in suscipit vitae, aliquam et nulla. Cras non condimentum tellus. Aliquam ac nisi nisi. Praesent lacinia est nec neque iaculis euismod. Integer non est et dolor gravida tristique vitae in libero. Nulla facilisi. Suspendisse interdum vel neque rhoncus commodo. Suspendisse bibendum leo metus, vitae dapibus est scelerisque ut. Vestibulum tristique, sem tempor venenatis laoreet, lorem dolor dignissim magna, id lacinia ante nisl eget neque. Donec fringilla ac urna at accumsan. "
153,Rashtrakuta dynasty,Asia,India,753,753,982,0.01,867.5,229,0,40,99,79,0,0,753,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Morbi sit amet nisi vel lectus porta fermentum egestas in lorem. Quisque nulla leo, semper in suscipit vitae, aliquam et nulla. Cras non condimentum tellus. Aliquam ac nisi nisi. Praesent lacinia est nec neque iaculis euismod. Integer non est et dolor gravida tristique vitae in libero. Nulla facilisi. Suspendisse interdum vel neque rhoncus commodo. Suspendisse bibendum leo metus, vitae dapibus est scelerisque ut. Vestibulum tristique, sem tempor venenatis laoreet, lorem dolor dignissim magna, id lacinia ante nisl eget neque. Donec fringilla ac urna at accumsan. "
154,Republic of Venice,Europe,Mediterranean Sea,697,697,1797,0.01,1247,1100,0,49,79,62,0,0,697,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Morbi sit amet nisi vel lectus porta fermentum egestas in lorem. Quisque nulla leo, semper in suscipit vitae, aliquam et nulla. Cras non condimentum tellus. Aliquam ac nisi nisi. Praesent lacinia est nec neque iaculis euismod. Integer non est et dolor gravida tristique vitae in libero. Nulla facilisi. Suspendisse interdum vel neque rhoncus commodo. Suspendisse bibendum leo metus, vitae dapibus est scelerisque ut. Vestibulum tristique, sem tempor venenatis laoreet, lorem dolor dignissim magna, id lacinia ante nisl eget neque. Donec fringilla ac urna at accumsan. "
155,Roman Empire,Europe,Italy,-27,-27,1453,5,117,1480,0,41,90,92,0,0,-27,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Morbi sit amet nisi vel lectus porta fermentum egestas in lorem. Quisque nulla leo, semper in suscipit vitae, aliquam et nulla. Cras non condimentum tellus. Aliquam ac nisi nisi. Praesent lacinia est nec neque iaculis euismod. Integer non est et dolor gravida tristique vitae in libero. Nulla facilisi. Suspendisse interdum vel neque rhoncus commodo. Suspendisse bibendum leo metus, vitae dapibus est scelerisque ut. Vestibulum tristique, sem tempor venenatis laoreet, lorem dolor dignissim magna, id lacinia ante nisl eget neque. Donec fringilla ac urna at accumsan. "
156,Rouran Khaganate,Asia,Inner China,330,330,555,2.8,405,225,0,27,98,64,0,0,330,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Morbi sit amet nisi vel lectus porta fermentum egestas in lorem. Quisque nulla leo, semper in suscipit vitae, aliquam et nulla. Cras non condimentum tellus. Aliquam ac nisi nisi. Praesent lacinia est nec neque iaculis euismod. Integer non est et dolor gravida tristique vitae in libero. Nulla facilisi. Suspendisse interdum vel neque rhoncus commodo. Suspendisse bibendum leo metus, vitae dapibus est scelerisque ut. Vestibulum tristique, sem tempor venenatis laoreet, lorem dolor dignissim magna, id lacinia ante nisl eget neque. Donec fringilla ac urna at accumsan. "
157,Rozwi Empire,Africa,Southern Africa,1660,1660,1866,0.01,1763,206,0,11,65,80,0,0,1660,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Morbi sit amet nisi vel lectus porta fermentum egestas in lorem. Quisque nulla leo, semper in suscipit vitae, aliquam et nulla. Cras non condimentum tellus. Aliquam ac nisi nisi. Praesent lacinia est nec neque iaculis euismod. Integer non est et dolor gravida tristique vitae in libero. Nulla facilisi. Suspendisse interdum vel neque rhoncus commodo. Suspendisse bibendum leo metus, vitae dapibus est scelerisque ut. Vestibulum tristique, sem tempor venenatis laoreet, lorem dolor dignissim magna, id lacinia ante nisl eget neque. Donec fringilla ac urna at accumsan. "
158,Russian EmpireÂ (Romanov),Europe,Russia,1721,1721,1917,0.01,1819,196,0,29,62,85,0,0,1721,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Morbi sit amet nisi vel lectus porta fermentum egestas in lorem. Quisque nulla leo, semper in suscipit vitae, aliquam et nulla. Cras non condimentum tellus. Aliquam ac nisi nisi. Praesent lacinia est nec neque iaculis euismod. Integer non est et dolor gravida tristique vitae in libero. Nulla facilisi. Suspendisse interdum vel neque rhoncus commodo. Suspendisse bibendum leo metus, vitae dapibus est scelerisque ut. Vestibulum tristique, sem tempor venenatis laoreet, lorem dolor dignissim magna, id lacinia ante nisl eget neque. Donec fringilla ac urna at accumsan. "
159,Saadi dynasty,Africa,Morocco,1554,1554,1659,0.01,1606.5,105,0,39,74,77,0,0,1554,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Morbi sit amet nisi vel lectus porta fermentum egestas in lorem. Quisque nulla leo, semper in suscipit vitae, aliquam et nulla. Cras non condimentum tellus. Aliquam ac nisi nisi. Praesent lacinia est nec neque iaculis euismod. Integer non est et dolor gravida tristique vitae in libero. Nulla facilisi. Suspendisse interdum vel neque rhoncus commodo. Suspendisse bibendum leo metus, vitae dapibus est scelerisque ut. Vestibulum tristique, sem tempor venenatis laoreet, lorem dolor dignissim magna, id lacinia ante nisl eget neque. Donec fringilla ac urna at accumsan. "
